price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,manufacturer
16000,0,ram 2500,good,6.0,diesel,218520.0,automatic,pickup,silver,1.0,ram
11000,2006,chevrolet silverado 1500,like new,8.0,gas,78868.0,automatic,truck,silver,0,chevrolet
3900,2010,nissan rogue,excellent,4.0,gas,195000.0,automatic,SUV,color_unknown,0,nissan
4484,2008,toyota camry,good,4.0,gas,211181.0,automatic,sedan,white,0,toyota
4995,2002,hyundai santa fe,excellent,4.0,gas,,manual,SUV,red,0,hyundai
1,2015,ford edge,excellent,6.0,gas,24897.0,automatic,SUV,black,1.0,ford
1,2018,nissan rogue,excellent,10.0,gas,6952.0,other,SUV,blue,1.0,nissan
1,2019,nissan rogue,excellent,4.0,gas,14058.0,automatic,SUV,color_unknown,1.0,nissan
1,2017,honda accord,excellent,10.0,gas,17760.0,automatic,coupe,color_unknown,1.0,honda
1,2015,toyota sienna,excellent,6.0,gas,45208.0,automatic,van,black,1.0,toyota
1,2018,gmc acadia,excellent,6.0,gas,23373.0,automatic,SUV,color_unknown,1.0,gmc
1,2016,toyota rav4,excellent,10.0,gas,42523.0,other,SUV,color_unknown,1.0,toyota
1,2014,honda odyssey,excellent,10.0,gas,74946.0,automatic,van,grey,1.0,honda
6000,2007,chevrolet tahoe,excellent,8.0,gas,231700.0,automatic,SUV,white,0,chevrolet
1,2018,nissan rogue,excellent,4.0,gas,21855.0,automatic,SUV,silver,0,nissan
1,2018,ford edge,excellent,,gas,27897.0,automatic,SUV,white,0,ford
1,2016,ram 3500,excellent,10.0,gas,43200.0,other,truck,color_unknown,1.0,ram
1,2011,ram 3500,excellent,,gas,78033.0,automatic,truck,black,1.0,ram
1,2016,toyota tundra,excellent,10.0,gas,47139.0,other,truck,color_unknown,1.0,toyota
1,2018,chevrolet tahoe,excellent,8.0,gas,7726.0,automatic,SUV,black,0,chevrolet
1,2015,honda cr-v,excellent,4.0,gas,17384.0,automatic,SUV,custom,0,honda
1,2018,jeep grand cherokee,excellent,6.0,gas,15149.0,automatic,SUV,silver,0,jeep
3499,2006,chrysler town & country,good,6.0,gas,163563.0,automatic,mini-van,white,0,chrysler
9999,2016,ford focus,excellent,4.0,gas,42400.0,automatic,sedan,white,0,ford
17995,2009,ford f250,excellent,8.0,diesel,,automatic,truck,custom,1.0,ford
17000,2015,toyota prius,like new,4.0,hybrid,16893.0,automatic,hatchback,silver,0,toyota
13900,2015,subaru impreza,excellent,4.0,gas,,automatic,hatchback,color_unknown,1.0,subaru
28999,2017,chevrolet silverado,like new,8.0,gas,19570.0,automatic,truck,silver,1.0,chevrolet
5950,0,ford fusion,good,6.0,gas,144000.0,automatic,sedan,silver,1.0,ford
7950,0,toyota highlander,good,6.0,gas,217000.0,automatic,SUV,silver,1.0,toyota
21499,2016,subaru outback,excellent,4.0,gas,41493.0,automatic,wagon,brown,1.0,subaru
5500,0,ram 1500,good,6.0,gas,,automatic,pickup,color_unknown,0,ram
21499,2016,subaru outback,excellent,4.0,gas,41493.0,automatic,wagon,brown,1.0,subaru
17995,2010,cadillac escalade,excellent,8.0,gas,115343.0,automatic,SUV,grey,1.0,cadillac
15500,2012,ford f250,excellent,8.0,gas,,automatic,truck,white,1.0,ford
13900,2014,ford f-150,excellent,6.0,gas,195.0,automatic,truck,blue,1.0,ford
11275,2013,honda civic,excellent,4.0,gas,35600.0,automatic,sedan,grey,0,honda
6300,2014,nissan sentra,excellent,4.0,gas,81000.0,automatic,sedan,blue,0,nissan
2000,2003,chevrolet malibu,fair,6.0,gas,150000.0,automatic,sedan,white,0,chevrolet
1000,2000,honda civic,good,4.0,gas,176436.0,automatic,sedan,color_unknown,0,honda
14900,2011,ram 1500,excellent,,gas,116.0,automatic,truck,silver,1.0,ram
15500,2012,ford f250,excellent,8.0,gas,91.0,automatic,truck,white,1.0,ford
21100,2017,chevrolet camaro lt coupe 2d,good,6.0,gas,,other,coupe,red,0,chevrolet
25600,2017,ford mustang gt coupe 2d,good,8.0,gas,42957.0,other,coupe,black,0,ford
17700,2015,nissan frontier crew cab sv,good,6.0,gas,67071.0,other,pickup,black,0,nissan
33575,2017,jeep grand cherokee,excellent,6.0,gas,42938.0,automatic,SUV,black,1.0,jeep
21100,2017,chevrolet camaro lt coupe 2d,good,6.0,gas,24510.0,other,coupe,red,0,chevrolet
27800,2016,ford f150 supercrew cab xlt,good,6.0,gas,,other,pickup,white,1.0,ford
5950,2010,toyota corolla,good,4.0,gas,137000.0,automatic,sedan,red,0,toyota
25600,2017,ford mustang gt coupe 2d,good,8.0,gas,42957.0,other,coupe,black,0,ford
18600,2012,ford mustang gt coupe 2d,good,8.0,gas,96562.0,other,coupe,red,0,ford
19500,2017,subaru outback,excellent,4.0,gas,31000.0,automatic,SUV,color_unknown,1.0,subaru
9900,2011,toyota sienna,good,6.0,gas,103000.0,automatic,mini-van,red,0,toyota
5950,0,jeep grand cherokee laredo,good,6.0,gas,132000.0,automatic,SUV,blue,1.0,jeep
25100,2014,ford f150 supercrew cab xlt,good,,gas,53522.0,other,pickup,black,1.0,ford
14900,2014,ford explorer,excellent,6.0,gas,98000.0,automatic,SUV,white,1.0,ford
24200,0,chevrolet camaro lt coupe 2d,good,6.0,gas,11438.0,other,coupe,grey,0,chevrolet
18600,2012,ford mustang gt coupe 2d,good,8.0,gas,96562.0,other,coupe,red,0,ford
24200,2018,chevrolet camaro lt coupe 2d,good,,gas,11438.0,other,coupe,color_unknown,0,chevrolet
8200,2017,ford focus,excellent,,gas,41000.0,automatic,sedan,grey,0,ford
15995,2014,ford f150,excellent,8.0,gas,168013.0,automatic,pickup,white,1.0,ford
16995,2011,jeep wrangler,excellent,6.0,gas,139616.0,automatic,SUV,black,1.0,jeep
12995,2010,gmc sierra,excellent,8.0,gas,,automatic,pickup,black,1.0,gmc
14995,2007,jeep wrangler,excellent,6.0,gas,,manual,SUV,color_unknown,1.0,jeep
11995,0,ford f150,excellent,8.0,gas,188569.0,automatic,pickup,white,1.0,ford
14995,0,ram 2500,excellent,6.0,diesel,265540.0,automatic,pickup,color_unknown,1.0,ram
12995,2003,chevrolet silverado 2500hd,excellent,8.0,diesel,188575.0,automatic,pickup,black,1.0,chevrolet
14995,2007,ram 2500,excellent,6.0,diesel,193061.0,automatic,pickup,color_unknown,0,ram
5999,2001,ford f350,excellent,10.0,gas,123984.0,automatic,pickup,blue,0,ford
14995,0,ford explorer,excellent,4.0,gas,108020.0,automatic,SUV,color_unknown,0,ford
1800,1999,chevrolet suburban,good,8.0,gas,,automatic,SUV,white,1.0,chevrolet
4200,2006,honda civic,excellent,4.0,gas,182028.0,manual,coupe,grey,0,honda
1,2017,ford expedition,excellent,10.0,gas,,other,SUV,color_unknown,1.0,ford
1,2015,dodge charger,excellent,10.0,gas,59772.0,other,sedan,custom,1.0,dodge
1,2016,ford mustang,excellent,10.0,gas,15519.0,manual,coupe,grey,1.0,ford
1,2018,chevrolet camaro,excellent,10.0,gas,6886.0,manual,coupe,red,1.0,chevrolet
1,2018,nissan altima,excellent,10.0,gas,42007.0,other,sedan,custom,1.0,nissan
1,2015,ford edge,excellent,6.0,gas,24897.0,automatic,SUV,color_unknown,1.0,ford
1,2016,dodge charger,excellent,10.0,gas,29406.0,other,sedan,red,1.0,dodge
1,0,ford fusion,excellent,4.0,gas,,automatic,sedan,blue,1.0,ford
1,2015,chevrolet camaro,excellent,10.0,gas,28926.0,other,coupe,grey,1.0,chevrolet
1,0,nissan rogue,excellent,4.0,gas,33832.0,automatic,SUV,silver,1.0,nissan
1,2016,chevrolet camaro,excellent,10.0,gas,48223.0,other,coupe,silver,1.0,chevrolet
1,2017,toyota corolla,excellent,4.0,gas,27295.0,automatic,sedan,white,1.0,toyota
1,2015,honda cr-v,excellent,4.0,gas,17384.0,automatic,SUV,custom,0,honda
1,2018,gmc acadia,excellent,,gas,26152.0,other,SUV,custom,1.0,gmc
1,2018,nissan rogue,excellent,4.0,gas,34847.0,automatic,SUV,silver,1.0,nissan
1865,2014,kia soul,excellent,4.0,gas,95412.0,automatic,SUV,black,0,kia
8900,2017,nissan versa,excellent,,gas,10250.0,automatic,sedan,black,0,nissan
7500,2007,toyota highlander,new,6.0,gas,172000.0,automatic,SUV,silver,0,toyota
1200,2005,ford focus se,good,4.0,gas,190341.0,manual,sedan,color_unknown,0,ford
7995,2013,kia sorento,excellent,6.0,gas,125402.0,automatic,SUV,grey,1.0,kia
7400,2009,toyota tacoma,excellent,4.0,gas,147000.0,automatic,pickup,color_unknown,0,toyota
3296,2004,honda civic lx,excellent,4.0,gas,191000.0,automatic,coupe,red,0,honda
4500,2004,ford f150,good,8.0,gas,189771.0,automatic,truck,red,1.0,ford
52500,2016,ram 3500,excellent,,diesel,48000.0,automatic,truck,silver,1.0,ram
5000,2007,ford f-150,good,6.0,gas,195000.0,automatic,truck,white,0,ford
4000,1980,chevrolet camaro,fair,8.0,gas,83000.0,automatic,coupe,blue,0,chevrolet
4900,2007,toyota prius,good,4.0,hybrid,119000.0,automatic,hatchback,silver,0,toyota
4600,2007,toyota prius,good,4.0,hybrid,,automatic,hatchback,grey,0,toyota
5000,2004,ford explorer,excellent,8.0,gas,136000.0,automatic,SUV,color_unknown,1.0,ford
1000,2009,ford taurus,fair,,gas,298558.0,automatic,sedan,blue,0,ford
22995,2012,chevrolet silverado 1500,like new,8.0,gas,99016.0,automatic,truck,blue,1.0,chevrolet
24995,0,ram 2500,excellent,6.0,diesel,191603.0,automatic,truck,black,1.0,ram
12900,2009,ford f-150,excellent,8.0,gas,117777.0,automatic,pickup,white,0,ford
3495,2007,chevrolet malibu,good,6.0,gas,157510.0,automatic,sedan,white,0,chevrolet
3950,2007,honda odyssey,good,6.0,gas,229000.0,automatic,mini-van,black,0,honda
4995,2003,chevrolet suburban,good,8.0,gas,165094.0,automatic,SUV,red,0,chevrolet
4500,2007,ford focus,excellent,4.0,gas,60503.0,automatic,sedan,color_unknown,0,ford
6995,2007,ford f150,good,6.0,gas,123817.0,automatic,truck,color_unknown,0,ford
12300,2008,ford f-150,new,8.0,gas,178000.0,automatic,truck,white,1.0,ford
4200,2003,bmw x5,good,8.0,gas,218435.0,automatic,SUV,black,1.0,bmw
4000,2007,gmc sierra 1500,good,8.0,gas,200000.0,automatic,pickup,white,0,gmc
19995,2006,ford f350 super duty,like new,8.0,diesel,142645.0,automatic,truck,black,1.0,ford
10000,2017,ford focus se,excellent,,gas,23000.0,automatic,sedan,red,0,ford
1000,2005,dodge grand caravan,fair,,gas,121000.0,automatic,mini-van,color_unknown,0,dodge
33800,2015,ford f-150,good,6.0,gas,,automatic,pickup,blue,1.0,ford
9800,2006,gmc sierra 2500hd,fair,8.0,diesel,235000.0,automatic,pickup,blue,1.0,gmc
4000,2006,honda accord,good,6.0,gas,160000.0,automatic,sedan,grey,0,honda
36000,2015,toyota tundra,excellent,6.0,gas,54000.0,automatic,pickup,color_unknown,1.0,toyota
5500,2013,kia soul,excellent,4.0,gas,,automatic,hatchback,color_unknown,0,kia
28000,2013,toyota 4runner,good,6.0,gas,,automatic,SUV,white,1.0,toyota
8000,2007,chevrolet silverado 1500,excellent,,gas,167000.0,automatic,truck,grey,1.0,chevrolet
21499,2016,subaru outback,excellent,4.0,gas,,automatic,wagon,brown,1.0,subaru
17650,2018,chevrolet equinox,like new,4.0,gas,27191.0,automatic,SUV,silver,0,chevrolet
18290,2016,nissan frontier,like new,6.0,gas,34915.0,automatic,truck,red,0,nissan
18500,0,chevrolet silverado,excellent,8.0,gas,72928.0,automatic,truck,red,1.0,chevrolet
21000,2016,ram 1500,excellent,8.0,gas,68181.0,automatic,pickup,black,1.0,ram
9000,2010,ford expedition,excellent,8.0,gas,121000.0,automatic,SUV,white,0,ford
14700,2017,toyota camry,like new,4.0,gas,51000.0,automatic,sedan,grey,0,toyota
2800,1999,subaru impreza,excellent,4.0,gas,132704.0,automatic,hatchback,black,1.0,subaru
4450,2012,chevrolet malibu,good,4.0,gas,104000.0,automatic,sedan,brown,0,chevrolet
3500,2004,jeep grand cherokee laredo,good,8.0,gas,154000.0,automatic,SUV,silver,1.0,jeep
10995,2008,gmc yukon,excellent,8.0,gas,,automatic,SUV,color_unknown,1.0,gmc
12900,2013,ram 1500,salvage,8.0,gas,57500.0,automatic,pickup,color_unknown,0,ram
1500,2016,ford focus,excellent,4.0,gas,,automatic,sedan,black,0,ford
2950,2002,toyota camry le,like new,4.0,gas,160000.0,automatic,sedan,black,0,toyota
11500,2018,volkswagen jetta,excellent,,gas,44600.0,automatic,sedan,white,0,volkswagen
19500,2014,chevrolet silverado,excellent,8.0,gas,113700.0,automatic,truck,color_unknown,1.0,chevrolet
3000,2003,chevrolet silverado,fair,8.0,gas,293000.0,automatic,pickup,red,1.0,chevrolet
4850,2015,volkswagen jetta,like new,4.0,gas,,automatic,sedan,color_unknown,0,volkswagen
9700,2017,chevrolet equinox,excellent,4.0,gas,37000.0,automatic,SUV,grey,0,chevrolet
5490,2009,nissan versa,excellent,4.0,gas,113574.0,manual,sedan,blue,0,nissan
10990,2011,honda odyssey,excellent,6.0,gas,105164.0,automatic,mini-van,color_unknown,0,honda
2500,2007,subaru outback,good,4.0,gas,188000.0,automatic,SUV,blue,1.0,subaru
3200,2002,toyota camry,good,6.0,gas,,automatic,sedan,silver,0,toyota
2950,0,toyota camry,good,4.0,gas,236000.0,automatic,sedan,red,0,toyota
19000,2015,nissan frontier crew cab sv,good,6.0,gas,43707.0,other,pickup,color_unknown,0,nissan
4900,2009,honda civic,excellent,4.0,gas,112000.0,automatic,coupe,silver,0,honda
4999,2012,nissan sentra,excellent,4.0,gas,125000.0,automatic,sedan,silver,0,nissan
3650,2003,toyota camry le,excellent,,gas,222000.0,automatic,sedan,color_unknown,0,toyota
23000,2013,chevrolet silverado 1500,excellent,8.0,gas,91000.0,automatic,truck,silver,1.0,chevrolet
6500,2003,chevrolet silverado,good,8.0,gas,166000.0,automatic,truck,black,1.0,chevrolet
4000,2002,ford mustang,good,6.0,gas,113500.0,automatic,convertible,green,0,ford
10900,2005,toyota tacoma,good,6.0,gas,,automatic,pickup,color_unknown,0,toyota
15800,2015,subaru forester,good,4.0,gas,31000.0,automatic,SUV,blue,1.0,subaru
6450,2003,chevrolet silverado,excellent,8.0,gas,140000.0,automatic,pickup,brown,0,chevrolet
6250,2014,chevrolet cruze,excellent,4.0,gas,6000.0,automatic,sedan,grey,0,chevrolet
19750,2012,bmw x5,excellent,6.0,diesel,45760.0,automatic,SUV,black,1.0,bmw
25995,2014,gmc sierra 1500,excellent,8.0,gas,69281.0,automatic,truck,color_unknown,1.0,gmc
29995,2013,gmc sierra 2500hd,excellent,8.0,diesel,80279.0,automatic,truck,black,1.0,gmc
31995,2011,chevrolet silverado 3500hd,excellent,8.0,diesel,129386.0,automatic,truck,blue,1.0,chevrolet
6999,2007,ford mustang,good,6.0,gas,106000.0,manual,coupe,color_unknown,0,ford
22995,2010,ford f-250 sd,excellent,8.0,diesel,84546.0,automatic,truck,white,1.0,ford
27995,2016,chevrolet silverado 1500,excellent,8.0,gas,,automatic,truck,blue,1.0,chevrolet
22995,2011,chevrolet silverado 2500hd,excellent,8.0,gas,,automatic,truck,color_unknown,1.0,chevrolet
31500,2018,chevrolet colorado,like new,6.0,gas,24665.0,automatic,truck,white,1.0,chevrolet
34690,2015,ram 2500,excellent,,diesel,103549.0,automatic,truck,red,1.0,ram
1,2018,chevrolet silverado,new,10.0,electric,30000.0,automatic,truck,red,1.0,chevrolet
2600,2004,ford mustang,good,6.0,gas,,manual,coupe,white,0,ford
30900,2013,jeep wrangler unlimited,excellent,6.0,gas,32000.0,automatic,SUV,white,1.0,jeep
10500,2017,nissan rogue,like new,4.0,gas,,automatic,SUV,black,0,nissan
8995,2008,toyota highlander,like new,6.0,gas,156000.0,automatic,SUV,color_unknown,1.0,toyota
32999,2016,chevrolet tahoe,excellent,8.0,gas,,automatic,SUV,blue,1.0,chevrolet
6500,2015,kia soul,good,4.0,gas,130000.0,automatic,sedan,silver,0,kia
14395,2013,bmw x5,like new,6.0,gas,87506.0,automatic,SUV,color_unknown,1.0,bmw
6000,2015,chevrolet impala,excellent,4.0,gas,170000.0,automatic,sedan,silver,0,chevrolet
8500,2017,chevrolet cruze,like new,4.0,gas,49000.0,automatic,sedan,red,0,chevrolet
9300,2004,ford f-250 super duty,good,10.0,gas,,automatic,truck,red,1.0,ford
4900,2012,chrysler 200,like new,4.0,gas,89000.0,automatic,sedan,silver,0,chrysler
10900,2012,jeep liberty,excellent,6.0,gas,95169.0,automatic,SUV,grey,1.0,jeep
12900,2017,volkswagen jetta,excellent,4.0,gas,61800.0,automatic,sedan,red,0,volkswagen
16900,2016,subaru forester,excellent,4.0,gas,53300.0,automatic,SUV,grey,1.0,subaru
11900,2013,dodge grand caravan,excellent,6.0,gas,81000.0,automatic,mini-van,black,0,dodge
6999,2015,nissan altima,excellent,4.0,gas,,automatic,sedan,black,0,nissan
9999,2013,dodge grand caravan,like new,6.0,gas,83634.0,automatic,mini-van,color_unknown,0,dodge
3950,2010,ford escape,excellent,4.0,gas,,automatic,SUV,grey,0,ford
17995,2014,jeep grand cherokee,like new,8.0,gas,45000.0,automatic,SUV,brown,1.0,jeep
30300,2017,ford f150 supercrew cab xlt,good,6.0,gas,30339.0,automatic,pickup,brown,1.0,ford
4800,2002,chevrolet tahoe,good,,gas,245000.0,automatic,SUV,color_unknown,0,chevrolet
4800,0,nissan sentra,excellent,4.0,gas,,automatic,sedan,grey,0,nissan
28990,2011,ford econoline,good,10.0,gas,17037.0,automatic,bus,white,0,ford
20990,2009,ram 2500,good,8.0,gas,107469.0,automatic,truck,white,1.0,ram
15990,2001,gmc sierra 1500,good,8.0,gas,61030.0,automatic,truck,black,1.0,gmc
23990,2015,ford f-350 sd,good,8.0,gas,136940.0,automatic,truck,white,1.0,ford
19990,2006,gmc sierra 2500hd,good,8.0,gas,,automatic,truck,custom,1.0,gmc
19990,0,ford f-250 sd,good,8.0,gas,81207.0,automatic,truck,custom,1.0,ford
26995,2014,jeep wrangler unlimited,excellent,6.0,gas,79485.0,automatic,offroad,white,1.0,jeep
14990,2012,jeep wrangler,good,6.0,gas,150356.0,automatic,SUV,color_unknown,1.0,jeep
19490,2013,chevrolet silverado 2500hd,good,8.0,gas,77755.0,automatic,truck,custom,1.0,chevrolet
28990,2015,ford f-350 sd,good,8.0,diesel,54362.0,automatic,truck,white,1.0,ford
8200,2011,ford taurus,excellent,6.0,gas,,automatic,sedan,black,0,ford
13990,2006,ford f-350 sd,good,8.0,diesel,205944.0,automatic,truck,color_unknown,0,ford
14990,2010,ford econoline,good,8.0,gas,53366.0,automatic,truck,white,0,ford
28990,2015,ford f-350 sd,good,8.0,diesel,53628.0,automatic,truck,white,1.0,ford
18990,0,ford f-350 sd,good,,diesel,118774.0,automatic,truck,silver,1.0,ford
10990,2008,ford f-350 sd,good,8.0,gas,219189.0,automatic,truck,white,0,ford
20990,2011,ford f-350 sd,good,8.0,gas,63887.0,automatic,truck,white,1.0,ford
16490,2012,ford f-250 sd,good,8.0,gas,,automatic,truck,white,0,ford
7990,2006,ford econoline,good,8.0,gas,105429.0,automatic,van,white,0,ford
6500,0,chevrolet colorado,excellent,5.0,gas,114000.0,automatic,truck,white,0,chevrolet
26995,2013,ford f-250 sd,excellent,8.0,gas,40454.0,automatic,truck,color_unknown,1.0,ford
5500,2005,chevrolet silverado 1500,good,8.0,gas,187072.0,automatic,truck,red,1.0,chevrolet
8500,2001,chevrolet silverado 2500hd,good,8.0,diesel,240000.0,automatic,truck,black,1.0,chevrolet
3800,2005,ram 1500,good,8.0,gas,235000.0,automatic,pickup,color_unknown,1.0,ram
5500,2014,nissan altima,like new,4.0,gas,160150.0,automatic,sedan,silver,0,nissan
4950,2009,ford mustang,excellent,6.0,gas,156989.0,manual,coupe,grey,0,ford
3900,2010,volkswagen jetta,excellent,4.0,gas,171495.0,automatic,sedan,white,0,volkswagen
31000,2017,ford f-250 super duty,like new,8.0,diesel,87000.0,automatic,pickup,white,1.0,ford
35395,2018,ford f-250 super duty,like new,8.0,diesel,50000.0,automatic,truck,white,1.0,ford
21995,2011,gmc sierra 1500,excellent,8.0,gas,,automatic,truck,blue,1.0,gmc
6995,2012,nissan altima,good,4.0,gas,92056.0,automatic,sedan,grey,0,nissan
6500,2006,dodge charger,good,6.0,gas,115204.0,automatic,sedan,red,0,dodge
11595,2013,chrysler 300,good,6.0,gas,68385.0,automatic,sedan,grey,0,chrysler
4995,2012,honda civic lx,fair,4.0,gas,,automatic,sedan,blue,0,honda
5995,2011,dodge grand caravan,good,6.0,gas,121170.0,automatic,mini-van,grey,0,dodge
6500,2009,jeep grand cherokee,excellent,,gas,138535.0,automatic,SUV,silver,1.0,jeep
4600,2006,dodge dakota,good,8.0,gas,134000.0,automatic,pickup,grey,1.0,dodge
8995,2008,toyota highlander,like new,6.0,gas,156000.0,automatic,SUV,grey,1.0,toyota
21400,2014,ford f150 supercrew cab xlt,good,8.0,gas,,other,pickup,black,1.0,ford
12900,2006,chevrolet silverado 2500hd,excellent,8.0,gas,,automatic,truck,white,1.0,chevrolet
3800,2005,chevrolet silverado 1500,like new,6.0,gas,139000.0,automatic,pickup,grey,0,chevrolet
19700,2017,chevrolet camaro lt coupe 2d,good,6.0,gas,35807.0,other,coupe,black,0,chevrolet
18900,2011,ford f-150,excellent,8.0,gas,95500.0,automatic,truck,blue,0,ford
14395,2013,bmw x5,like new,6.0,gas,87506.0,automatic,SUV,grey,1.0,bmw
6499,2012,toyota corolla,excellent,,gas,137329.0,automatic,sedan,color_unknown,0,toyota
7500,2008,nissan altima,excellent,6.0,gas,65976.0,automatic,sedan,white,0,nissan
7900,1996,toyota 4runner,good,6.0,gas,98000.0,automatic,SUV,white,1.0,toyota
15500,2012,ford f250,excellent,8.0,gas,91.0,automatic,truck,white,1.0,ford
6500,2011,subaru outback,excellent,6.0,gas,101000.0,automatic,SUV,color_unknown,1.0,subaru
1895,2001,chrysler town & country,excellent,6.0,gas,149000.0,automatic,mini-van,red,0,chrysler
1900,2001,jeep grand cherokee,good,6.0,gas,,automatic,SUV,color_unknown,0,jeep
65990,2019,chevrolet silverado 2500hd,excellent,8.0,diesel,12740.0,automatic,pickup,color_unknown,1.0,chevrolet
25995,2012,ram 2500,excellent,6.0,diesel,,automatic,pickup,black,1.0,ram
32000,2015,chevrolet silverado 1500,excellent,8.0,gas,42700.0,automatic,truck,color_unknown,0,chevrolet
4900,2008,jeep liberty,good,6.0,gas,180430.0,automatic,SUV,grey,0,jeep
19900,2002,gmc sierra 2500hd,excellent,8.0,gas,49000.0,automatic,truck,white,1.0,gmc
4500,0,chevrolet impala,like new,6.0,gas,56232.0,automatic,sedan,silver,0,chevrolet
800,2005,nissan sentra,fair,4.0,gas,180000.0,manual,sedan,red,0,nissan
1500,1998,ford f-150,good,8.0,gas,233000.0,manual,pickup,blue,0,ford
1200,1995,gmc sierra,fair,8.0,gas,200000.0,automatic,truck,color_unknown,1.0,gmc
16900,2009,ford f-250 sd,excellent,10.0,gas,59000.0,automatic,truck,white,1.0,ford
23000,2018,subaru outback,like new,4.0,gas,56982.0,automatic,SUV,black,1.0,subaru
32990,2011,ram 3500,excellent,6.0,diesel,96753.0,automatic,pickup,brown,1.0,ram
27995,2015,ram 2500,excellent,6.0,diesel,170713.0,automatic,pickup,black,1.0,ram
14500,2013,ford f-150,good,6.0,gas,161000.0,automatic,truck,grey,0,ford
2495,2002,honda odyssey,fair,6.0,gas,236500.0,automatic,mini-van,blue,0,honda
12900,2006,chevrolet silverado 2500hd,excellent,8.0,gas,185000.0,automatic,truck,white,1.0,chevrolet
9995,2016,volkswagen jetta,excellent,4.0,gas,45539.0,automatic,sedan,blue,0,volkswagen
14000,2008,dodge charger,excellent,8.0,gas,38000.0,automatic,sedan,white,0,dodge
28900,2011,ford f-350 sd,excellent,8.0,diesel,120000.0,automatic,truck,white,1.0,ford
14500,2004,chevrolet silverado 2500hd,excellent,8.0,gas,106000.0,automatic,truck,grey,1.0,chevrolet
5000,2007,toyota camry,good,4.0,gas,157000.0,automatic,sedan,black,0,toyota
4000,2009,toyota corolla,good,4.0,gas,209000.0,automatic,sedan,custom,0,toyota
5000,2009,toyota camry,excellent,4.0,gas,120000.0,automatic,sedan,white,0,toyota
5950,2005,dodge dakota,like new,6.0,gas,128747.0,automatic,truck,silver,0,dodge
3250,2002,ford ranger,good,6.0,gas,126600.0,automatic,pickup,white,1.0,ford
10500,2016,hyundai elantra,excellent,4.0,gas,52000.0,automatic,sedan,black,0,hyundai
19800,2014,chevrolet silverado,good,8.0,diesel,150764.0,automatic,truck,grey,1.0,chevrolet
3000,2005,nissan maxima,good,6.0,gas,104831.0,automatic,sedan,grey,0,nissan
3000,2004,toyota camry,fair,,gas,160000.0,automatic,sedan,silver,0,toyota
3500,2008,nissan maxima,good,,gas,153350.0,automatic,sedan,black,0,nissan
9000,2003,ram 1500,excellent,8.0,gas,104000.0,automatic,truck,grey,1.0,ram
9800,2012,toyota camry,excellent,4.0,gas,95535.0,automatic,sedan,white,0,toyota
15000,2003,ford f-150,good,,gas,90048.0,automatic,truck,black,0,ford
1800,2003,toyota camry,fair,6.0,gas,342000.0,automatic,sedan,green,0,toyota
16900,2009,ford f350,excellent,10.0,gas,104000.0,automatic,truck,white,1.0,ford
9500,2015,toyota corolla,excellent,4.0,gas,119800.0,automatic,sedan,silver,0,toyota
3500,2004,honda cr-v,excellent,4.0,gas,179000.0,automatic,SUV,brown,1.0,honda
22000,2010,ford f-150,good,8.0,gas,98130.0,automatic,truck,orange,1.0,ford
4300,2008,volkswagen jetta,excellent,5.0,gas,96188.0,manual,sedan,color_unknown,0,volkswagen
14998,2005,toyota tacoma,excellent,6.0,gas,135477.0,automatic,pickup,green,0,toyota
1400,2013,chevrolet cruze,good,4.0,gas,,automatic,sedan,blue,0,chevrolet
1800,2014,chevrolet cruze,excellent,4.0,gas,,automatic,sedan,blue,0,chevrolet
12500,2018,nissan altima,like new,,gas,320000.0,automatic,sedan,silver,0,nissan
6200,2011,toyota corolla,excellent,4.0,gas,142000.0,automatic,sedan,custom,0,toyota
20750,2016,chevrolet malibu,excellent,4.0,gas,39373.0,automatic,sedan,black,0,chevrolet
23995,2013,ford f-150,excellent,8.0,gas,102015.0,automatic,truck,color_unknown,1.0,ford
6000,1990,chevrolet corvette,excellent,8.0,gas,46000.0,automatic,convertible,red,0,chevrolet
26750,2014,ford f-150,excellent,6.0,gas,95330.0,automatic,truck,green,1.0,ford
2700,2008,ford ranger,fair,4.0,gas,241650.0,manual,pickup,white,0,ford
4700,2006,nissan murano,good,6.0,gas,130473.0,automatic,SUV,red,1.0,nissan
10900,0,subaru forester,excellent,4.0,gas,74527.0,automatic,SUV,grey,1.0,subaru
3500,2005,jeep grand cherokee,good,6.0,gas,,automatic,SUV,blue,1.0,jeep
13900,0,nissan versa,like new,4.0,gas,14999.0,automatic,hatchback,blue,0,nissan
17900,2018,toyota corolla,like new,4.0,gas,,automatic,sedan,red,0,toyota
3700,2001,chevrolet silverado 1500,fair,,gas,220900.0,automatic,truck,green,1.0,chevrolet
4500,2002,ram 1500,good,8.0,gas,220000.0,automatic,truck,color_unknown,1.0,ram
24900,2015,ram 1500,excellent,8.0,gas,22000.0,automatic,truck,red,1.0,ram
14000,0,ford f-250,good,8.0,diesel,218000.0,automatic,pickup,white,0,ford
2500,1987,jeep cherokee,fair,6.0,gas,166000.0,manual,SUV,black,1.0,jeep
8900,2011,jeep grand cherokee laredo,good,6.0,gas,131793.0,automatic,SUV,black,1.0,jeep
19995,2007,ford f350 super duty,like new,,diesel,144565.0,automatic,truck,brown,1.0,ford
